Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
247,['HN' 'LN'],284,30.0,3,KMEANS,None,haversine,None,None,10,10,284,0,14.4647887324,0.127552950312,681.679821108,0.706135494749,0.0639304556109,0.547067540572,0.032040220739,0.997078870497,0.905389936794
248,['HN' 'LN'],284,40.0,3,KMEANS,None,haversine,None,None,10,10,284,0,17.514084507,0.127552950312,681.679821108,0.706135494747,0.0639304556109,0.576682787487,0.0393603650536,0.991556091677,0.915418304882
249,['HN' 'LN'],284,50.0,3,KMEANS,None,haversine,None,None,10,10,284,0,21.0281690141,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.588211441292,0.0858248586442,0.983590087073,0.926442044493
250,['HN' 'LN'],284,10.0,4,KMEANS,None,haversine,None,None,10,10,284,0,5.46478873239,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.53994513232,0.0,1.0,0.873886428109
251,['HN' 'LN'],284,20.0,4,KMEANS,None,haversine,None,None,10,10,284,0,11.6549295775,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.518550396583,0.0044288857116,0.999395770393,0.895709948738
252,['HN' 'LN'],284,30.0,4,KMEANS,None,haversine,None,None,10,10,284,0,14.4647887324,0.127552950312,681.679821108,0.706135494749,0.0639304556109,0.547067540572,0.032040220739,0.997078870497,0.905389936794
253,['HN' 'LN'],284,40.0,4,KMEANS,None,haversine,None,None,10,10,284,0,17.514084507,0.127552950312,681.679821108,0.706135494747,0.0639304556109,0.576682787487,0.0393603650536,0.991556091677,0.915418304882
254,['HN' 'LN'],284,50.0,4,KMEANS,None,haversine,None,None,10,10,284,0,21.0281690141,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.588211441292,0.0858248586442,0.983590087073,0.926442044493
255,['HN' 'LN'],284,10.0,5,KMEANS,None,haversine,None,None,10,10,284,0,5.46478873239,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.53994513232,0.0,1.0,0.873886428109
256,['HN' 'LN'],284,20.0,5,KMEANS,None,haversine,None,None,10,10,284,0,11.6549295775,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.518550396583,0.0044288857116,0.999395770393,0.895709948738
257,['HN' 'LN'],284,30.0,5,KMEANS,None,haversine,None,None,10,10,284,0,14.4647887324,0.127552950312,681.679821108,0.706135494749,0.0639304556109,0.547067540572,0.032040220739,0.997078870497,0.905389936794
258,['HN' 'LN'],284,40.0,5,KMEANS,None,haversine,None,None,10,10,284,0,17.514084507,0.127552950312,681.679821108,0.706135494747,0.0639304556109,0.576682787487,0.0393603650536,0.991556091677,0.915418304882
259,['HN' 'LN'],284,50.0,5,KMEANS,None,haversine,None,None,10,10,284,0,21.0281690141,0.127552950312,681.679821108,0.706135494748,0.0639304556109,0.588211441292,0.0858248586442,0.983590087073,0.926442044493
260,['HN' 'LN'],284,10.0,2,SPECTRAL,discretize,precomputed,lobpcg,None,13,7,278,6,5.58273381295,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0125677542778,0.932366684982,0.650773195876,0.141666251929
261,['HN' 'LN'],284,20.0,2,SPECTRAL,discretize,precomputed,lobpcg,None,13,7,278,6,11.9064748201,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0127152910251,0.934702504915,0.645317220544,0.147812671079
262,['HN' 'LN'],284,30.0,2,SPECTRAL,discretize,precomputed,lobpcg,None,13,7,278,6,14.7769784173,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0132864697946,0.951358130055,0.687925998053,0.155053998905
263,['HN' 'LN'],284,40.0,2,SPECTRAL,discretize,precomputed,lobpcg,None,13,7,278,6,17.8920863309,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0137378622961,0.960736233746,0.72738238842,0.163987458319
264,['HN' 'LN'],284,50.0,2,SPECTRAL,discretize,precomputed,lobpcg,None,13,7,278,6,21.4820143885,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0126051513448,0.966903358058,0.754855994642,0.17371721495
265,['HN' 'LN'],284,10.0,3,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,5.79104477612,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0125677542778,0.889947039091,0.650773195876,0.141666251929
266,['HN' 'LN'],284,20.0,3,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,12.3507462687,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0127152910251,0.862298084376,0.645317220544,0.147812671079
267,['HN' 'LN'],284,30.0,3,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,15.328358209,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0132864697946,0.88238024205,0.687925998053,0.155053998905
268,['HN' 'LN'],284,40.0,3,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,18.5597014925,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0137378622961,0.899301405649,0.72738238842,0.163987458319
269,['HN' 'LN'],284,50.0,3,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,22.2835820896,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0126051513448,0.919619752006,0.754855994642,0.17371721495
270,['HN' 'LN'],284,10.0,4,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,5.79104477612,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0125677542778,0.889947039091,0.650773195876,0.141666251929
271,['HN' 'LN'],284,20.0,4,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,12.3507462687,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0127152910251,0.862298084376,0.645317220544,0.147812671079
272,['HN' 'LN'],284,30.0,4,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,15.328358209,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0132864697946,0.88238024205,0.687925998053,0.155053998905
273,['HN' 'LN'],284,40.0,4,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,18.5597014925,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0137378622961,0.899301405649,0.72738238842,0.163987458319
274,['HN' 'LN'],284,50.0,4,SPECTRAL,discretize,precomputed,lobpcg,None,13,2,268,16,22.2835820896,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0126051513448,0.919619752006,0.754855994642,0.17371721495
275,['HN' 'LN'],284,10.0,5,SPECTRAL,discretize,precomputed,lobpcg,None,13,1,264,20,5.87878787879,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0125677542778,0.864587854773,0.650773195876,0.141666251929
276,['HN' 'LN'],284,20.0,5,SPECTRAL,discretize,precomputed,lobpcg,None,13,1,264,20,12.5378787879,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0127152910251,0.74531628978,0.645317220544,0.147812671079
277,['HN' 'LN'],284,30.0,5,SPECTRAL,discretize,precomputed,lobpcg,None,13,1,264,20,15.5606060606,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0132864697946,0.784183907932,0.687925998053,0.155053998905
278,['HN' 'LN'],284,40.0,5,SPECTRAL,discretize,precomputed,lobpcg,None,13,1,264,20,18.8409090909,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0137378622961,0.814219117202,0.72738238842,0.163987458319
279,['HN' 'LN'],284,50.0,5,SPECTRAL,discretize,precomputed,lobpcg,None,13,1,264,20,22.6212121212,-0.577402975255,1.07517626036,1.57509917138,0.000152280487701,0.0126051513448,0.852811402571,0.754855994642,0.17371721495
